id,ground_truth,F5-TTS-o,wer
690,trông anh nhợt nhạt quá,Ma Lan có chuyện gì với bạn vậy trong bạn buồn quá?,240.0
691,này hơn người ta chớ,Nền tài chính nhật bán phụ thuộc khá lớn vào các chính sách tiền tệ của Mỹ.,340.0
692,có xe buýt máy lạnh không,Chúng thường xảy ra trong những vùng biển sóng vổ.,166.67
693,ông Toàn chơi phổng tay trên,Tắt điều hòa phòng hợp,100.0
694,khai báo điện tử nhanh chóng hơn,Khi nào thì tôi gia viện được.,100.0
695,hai anh chị này cặp với nhau cuối tuần nào cũng mở tiệc họ gọi bạn bè về ăn uống nhảy nhót ồn ào quá mức,Tôi có 3 con gái,100.0
696,-N cô ấy sắp bơm nó vào tĩnh mạch anh,Sẽ phải tốn 2 ngày thì anh mới khỏe để xuất viện.,120.0
697,có lẽ quý vị cần thải ra,"Hiện nay theo nhận thức của đa số, người Việt chúng ta Nhà nước Pháp quyền là Nhà nước Quản lý xã hội bằng Pháp luật.",371.43
698,xin lỗi nhưng hình như nó quá nhỏ,Bye,100.0
699,tôi sẽ xác nhận những gì đã nói với anh,Tôi xin tuyên bố kết thúc cuộc họp.,100.0
7,anh đổi ngoại tệ được không,tôi không biết chắc là có tai nạn,133.33
70,xe chú rể lăn xuống vực sau tiệc cưới,Có phải tàu từ Sydney đến trễ không?,100.0
700,vì cái oanh từ khi mở cửa hàng trên phố thái hà,"Náo dẫu tổn hại nặng vẫn phải trở mặc dù đã gần như biết rõ về cách gây bệnh, cũng như những tác hại mà bệnh nhân sẽ phải chịu cả đời, nhưng đến nay giới y sĩ vẫn chưa tìm được biện pháp hữu hiệu nào để điều trị căn bệnh hiểm ngheo này.",458.33
701,chúng tôi có thể giải thích vấn đề như sau,Hãy subscribe cho kênh Ghiền Mì Gõ Để không bỏ lỡ những video hấp dẫn,150.0
702,bạn đi đâu mà vội thế,Anh cất hành lý này cho tôi được không?,150.0
703,vẫn chưa rõ ông có đưa ra tuyên bố ủng hộ ứng viên nào trong thời gian tới hay không,bạn có thể cho tôi thêm vài phút không?,95.0
704,nhiều hơn những trẻ khác,Kết quả bốc thăm vòng loại cuối cùng.,160.0
705,như đã đồng ý hàng sẽ được giao cho anh vào sáng thứ hai,Tôi đang tìm một công việc mới.,100.0
706,chị bây giờ đã nhẹ người,Sống độc thanh bạn đã lãng phí tình cảm đẹp đẻ ấy.,183.33
707,lúc gặp ngọc nổ súng làm thắng chết tại chỗ,Tôi sẽ ở lại đây.,100.0
708,ôi khác nhiều chứ,Đại dương bắt cực ấm lên đột ngột,200.0
709,đây có phải xe lửa đi Chiang Mai không,bạn có một nụ cười đẹp,88.89
71,rồi anh đi một chuyến đến khu vực vỉa san hô và thăm viện bảo tàng úc anh có thể tìm hiểu nhiều về nước úc anh cũng có thể có một món quà đẹp tại cảng darling nếu anh muốn mua vài đồ lưu niệm có rất nhiều đồ vật và phụ kiện anh có thể muốn mua,Tôi sẽ lấy phòng này.,100.0
710,khoai tây đánh nhừ và cải chua đức,Hãy đứng tại chỗ đừng cứu động.,100.0
711,mồ hôi trên cơ thể người cũng khó khô đi,Tôi hiểu cái đó và cả phê nữa.,100.0
712,bé yêu và cún xinh,1 giờ thì giá bao nhiêu?,120.0
713,có siêu thị ở góc đường này,Ô bọn nghĩa là gì?,100.0
714,ngắt ti vi,"Viện cũng hy vọng nhiều người dân Việt sẽ được ăn những quả bởi chất lượng thời gian tới bởi bảo quản, đã khó nhãn vài bảo quản còn khó hơn.",1033.33
715,món ăn của địa phương nào đặc biệt,"Dì tật thai nhì, chủ yếu dựa vào tránh đoán hình ảnh và xét nghiệm di chuyển.",212.5
716,công an hà nội đã cạo sửa hồ sơ,Cho tôi 1 ít thuốc nhỏ mắc được không?,100.0
717,khi đối tác đầu tư tiền bạc thì mình phải đầu tư công sức,Xin lỗi tôi kiểm tra hóa đơn được không?,100.0
718,bạn không biết lái đúng không,Cái gì ở góc phố?,100.0
719,nói khó là khó vậy thôi nước ngoài quản lý được thì mình cũng quản lý được,Người ta cho rằng số khúc gỗ ở dưới đấy bị dính nước bệnh ít thì kinh xẽ ngắn.,111.76
72,đó là chưa kể các thủ đoạn chính trị xã hội khác,Nghĩ ngơi vài ngày.,100.0
720,tối nay có đông không,Chúng vẫn vào hai mắt của tôi.,140.0
721,nướu anh ta đau khi anh ta dùng ngón tay ấn vào,"Trước khi đến với điện ảnh, tôi kinh doanh cho thuê xe du lịch.",116.67
722,chức danh chính thức của quí vị là gì,Tàn chữ trái phép và vũ. Quân dụng Nguyễn Hữu Cảnh chủ vũ trường bị phạt 7 năm 6 tháng tu cảnh đã tự hủy cuộc đời bởi sự liều lĩnh.,344.44
723,anh muốn nó thế nào ý tôi là anh muốn bỏ gì vào trong hamburger của anh,Anh ấy đi chưa chưa?,100.0
724,tôi nói được một chút tiếng ý,Tăng nhệt độ lên 29 độ.,100.0
725,chồng tôi bị đau tim,Tôi có thể gửi trước hành lý của tôi được không?,220.0
726,cùng chuẩn và ngũ hai đối tượng khác chuyên làm nhiệm vụ đưa người sang trung quốc là nguyễn vũ hải và võ cảnh dũng cùng trú tại bắc giang cũng bị cảnh sát bắt,"Hầu hết số mở, động vật đều đang ở dai đoạn phân, hủy bốc mùi hôi thối nồng nặt.",100.0
727,ông lữ minh châu,khoảng 45 đô là mỗi người,150.0
728,tôi sẽ thử bánh pudding,Thằng bé không đổi mũ khi ra ngoài vào trời lạnh không.,240.0
729,cái này không vừa anh có thể đổi nó lấy cái khác không,"Tôi không nghĩ, đó là một phong tục nhật bản đọc nhất vô nhị.",107.69
73,tôi có vẽ một chút,Họ có chiến thuật tốt hiệu quả và nhiều câu thủ có kỹ thuật cá nhân điêu luyện.,340.0
730,bên chi bộ chưa có quyết định chính thức,Chức này dành riêng tổng thống mới đắc cử của Mỹ xác nhận đã chuyển tới mặt vụ Mỹ chiếc xe dành cho tổng thống mới để thay chiếc xe củ.,344.44
731,hạn viện mỹ vừa ủng hộ một đạo luật trong đó kiểm soát chặt chẽ hơn nữa hoạt động chơi bạc trực tuyến,Không một nơi nào lãng mạn và thơ mộng hơn những khu hồ hoang.,91.3
732,giấy phạt đây anh bị phạt hai mươi lăm Ringgit,"Hôm nay bà em đi công tác, anh qua đây nhé!",110.0
733,một số trường hợp góp vốn khác,"Xin lỗi, tôi đang tắm.",100.0
734,các phòng có két sắt không,Từ hôm nay bạn sẽ ở đâu?,116.67
735,cái nào tiện lợi nhất để đi đến nơi này bằng xe buýt hay xe điện,Cần sao?,100.0
736,thời gian từ đầu đến cuối là bao lâu,các tác phẩm ăn khách để ở đâu,100.0
737,địa điểm trượt tuyết đâu,Anh ấy vừa mới đến từ Anh Quốc hôm qua.,200.0
738,địa điểm các bức tranh ở maunet ở đâu,Nếu bạn không bắt đầu chuẩn bị tôi không cần nữa.,122.22
739,chỉ có thể mua vé qua điện thoại,Tôi muốn đặt chỗ cửa hàng ra vào ngày 12 tháng 3.,150.0
74,cho tôi mẫu thử được không,Vui lòng vẽ bí đi à!,100.0
740,vui lòng cho tôi cái gì trị phỏng tốt,Đúng là quê một cục,100.0
741,tôi không thể ăn nó cái này quá dài,Bút Phương Tây và nghe căng thẳng.,100.0
742,tỷ phú Đức tự tử vì khủng hoảng kinh tế,"Náo dấu tổn hại nặng. Vẫn phải trứa mặc dù đã gần như biết gió về cách gây bận, cũng như những tác hại mà bận nhân. Sẽ phải chịu cả đời, nhưng đến nay giới y sĩ vẫn chưa tìm ra được. Biện pháp hữu hiệu nào để điều trị căng bận hiểm nghèo này.",560.0
743,năm qua họ đã cố gắng lèo lái một lúc hai hãng và để không bị khủng hoảng như các hãng khác của mỹ,"Bị hại kháng cáo vì cho rằng các cơ quan tố tục ở Huyện Hương khê bó, lọt người xót tội.",100.0
744,tôi muốn nước cam trứng trộn một bánh xốp và một tách cà phê,"Ở thể chế này, những cuộc bán đấu giá được xem là một sự kiện xã hội.",114.29
745,tôi đặt một phòng hai giường,Tôi sẽ chờ anh đến đó.,100.0
746,Malan có chuyện gì với bạn vậy trông bạn buồn quá,phở phạt 6 hành trình dài.,100.0
747,chúng thường xảy ra trong những vùng biển sóng vỗ,bị bắt giam về súc phạm trên mạng xã hội áo.,110.0
748,tắt điều hòa phòng họp,Khi nào quán trà đóng cửa?,120.0
749,khi nào thì tôi ra viện được,Tôi đến gà chính xe lửa bằng cách nào.,128.57
75,tôi có ba con gái,Tôi muốn nhuộm màu,100.0
750,sẽ phải tốn hai ngày thì anh mới khỏe để xuất viện,Tôi muốn nói chuyện với.,100.0
751,hiện nay theo nhận thức của đa số người việt chúng ta nhà nước pháp quyền là nhà nước quản lý xã hội bằng pháp luật,Tôi đi hãi phòng còn bạn đi đâu?,100.0
752,bật,Lên tới lớp thu tiền học phí,700.0
753,tôi xin tuyên bố kết thúc cuộc họp,Anh nói sông sớm.,100.0
754,não dẫu tổn hại nặng vẫn phải chữa mặc dù đã gần như biết rõ về cách gây bệnh cũng như những tác hại mà bệnh nhân sẽ phải chịu cả đời nhưng đến nay giới y sỹ vẫn chưa tìm được biện pháp hữu hiệu nào để điều trị căn bệnh hiểm nghèo này,Vâng được đào ở đây.,98.18
755,kênh không,Cô ấy mua 20 trái trôm trôm và 3 con cá,550.0
756,bạn có thể cho tôi thêm vài phút không,cuối cùng họ sẽ phải gõ cửa nhờ ông ấy.,111.11
757,kết quả bốc thăm vòng loại cuối cùng,12h15 rồi,100.0
758,tôi đang tìm một công việc mới,Mấy giờ xe bít đó đến?,100.0
759,sống độc thân bạn đã lãng phí tình cảm đẹp đẽ ấy,Nó sẽ dừng chạy máu.,100.0
76,tôi sẽ ở lại đây,Đồng sư bị kẹt ở đây.,120.0
760,đại dương bắc cực ấm lên đột ngột,"Có đứa gọi Hánh, Tên Hải làm cái gì ở công ty nước ngoài.",175.0
761,bạn có một nụ cười đẹp,Mấy giờ con thuyền đó mới khởi hành.,133.33
762,hãy đứng tại chỗ đừng cử động,Chính là nó cảm ơn.,100.0
763,à tôi hiểu cái đó và cà phê nữa,"Đỗ đũa chồng trong mùa hè lớn nhanh, và sớm có quả dấu bị bỏ tới đỗ đũa vẫn ra quả chiếu dàn.",244.44
764,một giờ thì giá bao nhiêu,để nó cho tôi.,100.0
765,vĩnh cũng hy vọng nhiều người dân việt sẽ được ăn những quả bưởi chất lượng thời gian tới bưởi bảo quản đã khó nhãn vải bảo quản còn khó hơn,và team game.,100.0
766,dị tật thai nhi chủ yếu dựa vào chẩn đoán hình ảnh và xét nghiệm di truyền,Tôi muốn hỏi anh về Sendai.,100.0
767,cho tôi một ít thuốc nhỏ mắt được không,Nghĩa là khoảng 10 USD mà 1 cuộn phim 36 tấm.,122.22
768,xin lỗi tôi kiểm tra hóa đơn được không,Quân đội Mỹ muốn chế tạo những máy tự động hoàn toàn vì những chiếc mà họ đang có vẫn cần được điều khiến bởi con người.,288.89
769,cái gì ở góc phố,Cái giá của một anh Hùng,120.0
77,người ta cho rằng số khúc gỗ ở dưới đáy bị dính nước bẩn ít thì kỳ kinh sẽ ngắn,Một trong ba người này làm giám đốc một công ty sản xuất hàng hóa.,100.0
770,chúng vẫn vào hai mắt của tôi,Chẻ em đâu có chứng ngại vật?,100.0
771,trước khi đến với điện ảnh tôi kinh doanh cho thuê xe du lịch,Tác dụng phụ của thuốc là gì?,100.0
772,tàng trữ trái phép và vũ khí quân dụng nguyễn hữu cảnh chủ vũ trường bị phạt bảy năm sáu tháng tù cảnh đã tự hủy cuộc đời bởi sự liều lĩnh,Đúng vậy sao?,100.0
773,anh ấy đi chưa chưa,"Đang diễn ra hào, hứng xôi nổi.",140.0
774,tôi có thể gửi trước hành lý của tôi được không,có 2 mùa ở miền Nam Việt Nam.,90.91
775,hầu hết số mỡ động vật đều đang ở giai đoạn phân hủy bốc mùi hôi thối nồng nặc,Chúng tôi muốn đi.,100.0
776,khoảng bốn mươi lăm đô la mỗi người,"Tôi không chắc, nhưng tôi không chịu được mùi thì tôi chỉ muốn ăn trái thơm.",200.0
777,thằng bé không đội mũ khi ra ngoài vào trời lạnh không,Lúc viễn tìm được người giúp đỡ quay lại chỗ bị ngã thì nhóm cướp đã lấy xe của anh và tổ thoát.,191.67
778,tôi không nghĩ đó là một phong tục nhật bản độc nhất vô nhị,"Liên chạy theo nắm, lấy cửa sau xe bit.",100.0
779,chiếc này dành riêng tổng thống mới đắc cử của mỹ xác nhận đã chuyển tới mật vụ mỹ chiếc xe dành cho tổng thống mới để thay chiếc xe cũ,"Khi những chiếc địa được dở, bò lũ ha mã cũng chẳng thêm chú ý tới những chiếc nhạng đó nữa.",93.55
78,không một nơi nào lãng mạn và thơ mộng hơn những khu hồ hoang,Ở người bị hội trứng khi ăn ngủ phần nảo phải vấn thức. Và sau đó là các dạng hoạt động thết. Chết!,164.29
780,hôm nay ba em đi công tác anh qua đây nhé,tiêu cực ương ngại.,100.0
781,xin lỗi tôi đang tắm,Tôi giao phó công việc này cho bạn.,160.0
782,từ hôm nay bạn sẽ ở đâu,Bản sao tấm xét khoảng tiền vợ trong Nguyễn nhận được.,157.14
783,các tác phẩm ăn khách để ở đâu,Liệu ngân hàng có mở cửa ngày mai không?,112.5
784,anh ấy vừa mới đến từ anh quốc hôm qua,"Và nhìn ta liên quanh ra chích thồng, lọng bằng tơ của nó, đầu kia sẽ là bữa ăn.",190.0
785,nếu bạn không bắt đầu chuẩn bị tôi không cần nữa,"Việc bảo vệ những nguồn, cung cấp dầu lừa trước đó đã là U tiên hàng đầu bóng chốc lại trở thành nổi ám ảnh của nước Mỹ.",245.45
786,tôi muốn đặt chỗ cửa hàng da vào ngày mười hai tháng ba,"Tiền vệ người bộ đào nhà mới đây khẳng định, anh đã tìm lại được niềm hạnh phúc tại Meo-U, bất chấp những chỉ trích của người hâm mồ anh.",230.77
787,đúng là quê một cục,Anh có nước miếng không?,100.0
788,bush phương tây và nga căng thẳng,An ninh tại các thành phố ơn ổ được thắt chặt.,157.14
789,não dẫu tổn hại nặng vẫn phải chữa mặc dù đã gần như biết rõ về cách gây bệnh cũng như những tác hại mà bệnh nhân sẽ phải chịu cả đời nhưng đến nay giới y sỹ vẫn chưa tìm ra được biện pháp hữu hiệu nào để điều trị căn bệnh hiểm nghèo này,Những lãnh đạo cấp cao cũng đang phải đối mặt với việc giảm lương đến mức nào hiện vẫn chưa gió.,92.86
79,bị hại kháng cáo vì cho rằng các cơ quan tố tụng ở huyện hương khê bỏ lọt người sót tội,Xeo đầu đó xuất hiện tại Tây Ninh.,100.0
790,ở thể chế này những cuộc bán đấu giá được xem là một sự kiện xã hội,Đây có phải da thật không?,100.0
791,tôi sẽ chở anh đến đó,"Tuy nhiên, hôm qua ông đã phá lợi.",133.33
792,bị bắt giam vì xúc phạm trên mạng xã hội ảo,Bỏ tù nạn nhân cưỡng hiếp tập thể,100.0
793,khi nào quán trà đóng cửa,Lấy ngành thép làm ví dụ.,100.0
794,tôi đến ga chính xe lửa bằng cách nào,Nhằm thu hút thêm nhiều nhà đầu tư.,100.0
795,tôi muốn nói chuyện với,Ví của tôi bị móc túi ở trong tàu điện ngầm.,200.0
796,tôi đi hải phòng còn bạn đi đâu,Tôi muốn ăn hơi tái.,100.0
797,lên tới lớp thu tiền học phí,Mấy giờ là chuyển bay tiếp theo tới Narita.,128.57
798,ăn nói sờm sỡ,Giấy phạt đây ăn bị phạt 25 ringgit.,175.0
799,vâng được đào ở đây,Bình lính chính phủ gần tháng đường.,140.0
8,cô ấy mua hai mươi trái chôm chôm và ba con cá,Tao nhanh đến mức nào?,100.0
80,cuối cùng họ sẽ phải gõ cửa nhờ ông ấy,Cùng chuẩn và ngủ hai đối tượng khác chuyên làm làm nhiệm vụ đưa người sang Trung Quốc là Nguyễn Vũ Hải và võ cảnh dũng cùng chú tại Bắc Giang cũng bị cảnh sát Bắc.,350.0
800,mấy giờ xe buýt đó đến,Vui lòng đến quay của hàng không nhật bản.,150.0
801,nó sẽ dừng chảy máu,Ăn dõi quá rồi nhỉ.,100.0
802,có đứa gọi hắn tên hải làm cái gì ở công ty nước ngoài,Phát triển,100.0
803,mấy giờ con thuyền đó mới khởi hành,Tôi có thể cầm áo khoác của bạn không?,112.5
804,chính là nó cảm ơn,Chỉ có cỡ lớn không?,100.0
805,đỗ đũa trồng trong mùa hè lớn nhanh và sớm có quả dẫu bị bỏ tưới đỗ đũa vẫn ra quả trĩu giàn,"Từ mẫu phân tích của bà Vũ Thị, khởi giám đốc công ty Tâm Ní Học ứng dụng nhiều phụ huynh đã hiểu rõ khoảng giữa cha mẹ, và con cái cái không phải là khoảng cách về địa lý mà là khoảng cách Tâm Lý.",195.65
806,để nó cho tôi,Vui lòng cho ba vé khứ hội hãng 2.,200.0
807,-N chìm nghỉm,Thưa ông có đúng 11h.,166.67
808,tôi muốn hỏi anh về sendai,Làm ơn!,100.0
809,nghĩa là khoảng mười đô la một cuộn phim ba mươi sáu tấm,Tờ báo trên bàn vừa mới được đọc.,100.0
81,cái giá của một anh hùng,Quý vị có thể cứ động khủi út tay được không?,183.33
810,trẻ em đâu có chướng ngại vật,giết người cướp của lấy tiền về quê.,114.29
811,tác dụng phụ của thuốc là gì,Tv bóng đá Tv,100.0
812,đúng vậy sao,Tôi có thể sử dụng mặt nạ trang điểm với số lần như thế nào.,500.0
813,đang diễn ra hào hứng sôi nổi,Cái sát cứ thể khô dành cho đến hôm nay.,142.86
814,có hai mùa ở miền nam việt nam,Không có số điện thoại.,100.0
815,chúng tôi muốn đi,"Không giống như sản phẩm, nông nghiệp dễ hổng dầu có thể trôn dưới đất.",375.0
816,tôi không chắc nhưng tôi không chịu được mùi thịt tôi chỉ muốn ăn trái thơm,Nhưng chính các nhà máy đường đang kích thích nông dân trồng miếc khi đẩy giá mua miếc lên cao.,125.0
817,lúc viễn tìm được người giúp đỡ quay lại chỗ bị ngã thì nhóm cướp đã lấy xe của anh và tẩu thoát,Cảm ơn xã hội đã cho chúng ta những con người có tấm lòng.,100.0
818,liền chạy theo nắm lấy cửa sau xe buýt,Anh cần 1 con tem 1 đô là 30cm,100.0
819,tôi giao phó công việc này cho bạn,Xin lỗi có thể nào ăn là ăn không?,112.5
82,bản sao tấm séc khoản tiền vợ chồng nguyễn nhận được,Con đường dài lắm sao anh để em đi một mình?,100.0
820,liệu ngân hàng có mở cửa ngày mai không,Tôi muốn đặt chỗ trước cho 2 người vào 7h tối nay.,133.33
821,và nhện ta liền quăng ra chiếc thòng lọng bằng tơ của nó đầu kia sẽ là bữa ăn,Thưởng tá công an này được phát hiện trong tư thế.,100.0
822,việc bảo vệ những nguồn cung cấp dầu lửa trước đó đã là ưu tiên hàng đầu bỗng chốc lại trở thành nỗi ám ảnh của nước mỹ,Nhưng đấy là cơ chế nào.,96.43
823,tiền vệ người bồ đào nha mới đây khẳng định anh đã tìm lại được niềm hạnh phúc tại M.U. bất chấp những chỉ trích của người hâm mộ anh,"Chúng tôi đến, kè một bãi miêu tạ ngắn cách đến được khu liên hợp.",96.67
824,anh có nước mía không,,100.0
825,an ninh tại các thành phố Ấn Độ được thắt chặt,Ấn Tổng thống Bush chơi nhạc nhảy.,100.0
826,những lãnh đạo cấp cao cũng đang phải đối mặt với việc giảm lương đến mức nào hiện vẫn chưa rõ,Mời các anh ngồi xuống đây.,100.0
827,đây có phải da thật không,Anh có uống bất kỳ loại dược phẩm nào khác không?,166.67
828,bỏ tù nạn nhân cưỡng hiếp tập thể,Làm ơn cho tôi một chỗ ở khu không hút thuốc.,137.5
829,lấy ngành thép làm ví dụ,Tôi muốn một vẻ khứ hồi đến trạm.,133.33
83,nhằm thu hút thêm nhiều nhà đầu tư,Chỉ cần gọi bất cứ lúc nào anh muốn nói chuyện với tôi.,162.5
830,ví của tôi bị móc túi ở trong tàu điện ngầm,Sa lắt trộn phó mắt móc xanh và cây óc chó.,100.0
831,tôi muốn ăn hơi tái,Mời các bạn tham vấn cho bạn báo ngọc và chia sẻ về chuyện này.,300.0
832,mấy giờ là chuyến bay tiếp theo tới Narita,từ đây đến viện bảo tàng mất bao lâu.,100.0
833,giấy phạt đây anh bị phạt hai mươi lăm Ringgit,Còn vẽ cho buổi diễn tối nay không?,100.0
834,binh lính chính phủ gần thánh đường,Tôi nghĩ họ sẽ sớm kết hôn.,100.0
835,vui lòng đến quầy của hàng không nhật bản,"Nhóm cho rằng, điều đó chứng tỏ phụ nữ tập trung hơn vào ngôn ngữ của sự hài hước.",211.11
836,anh giỏi quá rồi nhỉ,"Đừng có tòm têm nhanh nhít, vơ vấn để xấu mặc mọi người.",260.0
837,tôi có thể cầm áo khoác của bạn không,Những dự án mở rộng ở Nhật cũng bị hoán hãng khẳng định sẽ chẳng xa thải nhân công chính thức nhưng 7.000 nhân công công thời vụ đã được nghị việc ở Mỹ.,377.78
838,chị có cỡ lớn không,Bật chế độ sủi âm.,100.0
839,từ mẫu phân tích của bà vũ thị khởi giám đốc tổng công ty tâm lý học ứng dụng nhiều phụ huynh đã hiểu rõ khoảng trống giữa cha mẹ và con cái không phải là khoảng cách về địa lý mà là khoảng cách tâm lý,là người hay tò mỏ ưa khám phá sáng tạo tâm hồn cưới mở họ thích lắng nghe và cho mọi người lời khuyên.,95.74
84,vui lòng cho ba vé khứ hồi hạng hai,Trộm viên thăm lấy hết đồ đạt trong nhà.,100.0
840,thưa ông có đúng mười một giờ,Thức uống bánh mì và các món ăn chính sẽ được cung cấp.,185.71
841,làm ơn,Một số lượng lớn,200.0
842,tờ báo trên bàn vừa mới được đọc,Chúng tôi sẽ bồi thường cho anh.,100.0
843,giết người cướp của lấy tiền về quê,Nó thật vui,100.0
844,ti vi bóng đá ti vi,Tăng nhịp độ lên 29 độ.,100.0
845,tôi có thể sử dụng mặt nạ trang điểm với số lần như thế nào,Giá cướp đến chi ăn mai là bao nhiêu?,100.0
846,không có sổ điện thoại,Phòng quá ồn và tôi không thể ngủ được.,180.0
847,không giống như sản phẩm nông nghiệp dễ hỏng dầu có thể chôn dưới đất,các bà vợ kế rằng,100.0
848,nhưng chính các nhà máy đường đang kích thích nông dân trồng mía khi đẩy giá mua mía lên cao,Anh có muốn được giúp gì không?,100.0
849,cám ơn xã hội đã cho chúng ta những con người có tấm lòng,Chúng tôi muốn đi chuột nước.,100.0
85,anh cần một con tem một đô la ba mươi cent,Nó đau ở đây.,100.0
850,xin lỗi có thể nào anh là anh không,Tôi sẽ quay lại trong vòng 1 tiếng nữa.,100.0
851,tôi muốn đặt chỗ trước cho hai người vào bảy giờ tối nay,cho tôi một ít dấm,92.31
852,thượng tá công an này được phát hiện trong tư thế,Kha đây là Noamie mình đang ở thành phố,100.0
853,nhưng đấy là cơ chế nào,Ngày mai trời sẽ có sương mùa à,133.33
854,chúng tôi đính kèm một bản miêu tả ngắn cách đến được khu liên hợp,"Chỉ xét tuyến hồ sơ, không phải thi.",100.0
855,ảnh tổng thống bush chơi nhạc nhảy,Tôi có một thể ngân hàng,100.0
856,mời các anh ngồi xuống đây,Vui lòng cho tôi ghế phía trước dọc lối đi.,166.67
857,anh có uống bất kỳ loại dược phẩm nào khác không,Những lãnh đạo cấp cao đang phải đối mặt với việc giảm lương đến mức nào hiện chưa rõ.,163.64
858,làm ơn cho tôi một chỗ ở khu không hút thuốc,Lũ chén ít!,100.0
859,tôi muốn một vé khứ hồi đến trạm s,Tụ tập học đoài đàn đúng hư thân mất nét,111.11
86,xà lách trộn phó mát mốc xanh và cây óc chó,Nó rất ngon,100.0
860,mời các bạn tham vấn cho bạn bảo ngọc và chia sẻ về chuyện này,Tối nay bạn có muốn đến rạp chiếu phim không?,93.33
861,từ đây đến viện bảo tàng mất bao lâu,"Gần đây nhiều xếp âm thầm bán cổ phiếu, nhưng không báo cơ quan quản lý.",166.67
862,còn vé cho buổi diễn tối nay không,Ông Rhi nhánh mạng bình nhưởng sẽ không khoan tay ngồi nhìn mà sẽ tấn công nếu cần.,212.5
863,tôi nghĩ họ sẽ sớm kết hôn,Vâng chúng tôi có thể vui lòng cho tôi biết tên.,142.86
864,đừng có tòm tem nhăng nhít vớ vẩn để xấu mặt mọi người,"Nằm giữa Trung Tâm Thành, Phố Bắc Gàng, quán phở nổi tiếng của Nguyễn Thị Hảo và Nguyễn Tuấn Vũ chẳng lúc nào để bịn mở cửa, nhưng khách vẫn hối hã.",238.46
865,những dự án mở rộng ở nhật cũng bị hoãn hãng khẳng định sẽ chẳng sa thải nhân công chính thức nhưng bảy ngàn nhân công thời vụ đã được nghỉ việc ở mỹ,"Đây là đường nút từ nút giao, thông khu an, Nam Sài Gòn đến Cầu Phú Mỹ và đường vành đai phía Đông Thành phố.",100.0
866,bật chế độ sưởi ấm,"Gần 9.000 tỷ đồng xây đường Sắc Đô Thị, Cắt Linh Hà Đông.",260.0
867,là người hay tò mò ưa khám phá sáng tạo tâm hồn cởi mở họ thích lắng nghe và cho mọi người lời khuyên,Chúng giúp làng da khô trở nên tươi mát mềm mại hơn.,100.0
868,thức uống bánh mỳ và các món ăn chính sẽ được cung cấp,Xe Mỹ từng là biểu tượng giàu sang,100.0
869,một số lượng lớn,"Vì ngôn ngữ bây giờ, không phải là Tiến Anh nữa, nên tốt nhất là bạn Hủy Cả Dòng.",475.0
87,chúng tôi sẽ bồi thường cho anh,"Cho nên mặc dù có chất lượng tốt, nhưng giá thành của nó lại rất cao và khó ứng dụng rộng.",300.0
870,nó thật vui,Cương ấp ủng không trả lời.,200.0
871,tăng nhiệt độ lên hai mươi chín độ,khách nước ngoài đó tết tại Hà Nội.,100.0
872,giá cước đến chiangmai là bao nhiêu,Tôi sẽ thảo phiếu tính tiền cho ông.,114.29
873,các bà vợ kể rằng,Phía công an cũng sẽ có những thông báo để có biện pháp ngăn chặng.,300.0
874,anh có muốn được giúp gì không,"Phó bí, thư tướng Phi chiến thăm tặng quà gia đình chính sách hộ nghèo ở huyện trương Mỹ.",271.43
875,chúng tôi muốn đi trượt nước,Anh đã làm thế này bao lâu rồi?,133.33
876,tôi sẽ quay lại trong vòng một tiếng nữa,Tắt đèn phòng hộp,100.0
877,cho tôi một ít dấm,"bye, thằng",100.0
878,kha đây là Noami mình đang ở thành phố,"Đưa bé có ỏi ổng ọc ra sửa, hoặc nước, và bé chưa đến 10 tuần tuổi hoặc có biểu hiện nước không?",255.56
879,ngày mai trời sẽ có sương mù à,"Bữa ăn sinh viên từ lâu đã đơn giản lắm, rồi giờ càng đơn giản hơn bao giờ hết.",237.5
88,chỉ xét tuyển hồ sơ không phải thi,Tiến nổ y ầm vang lên từ những âm thanh chứa thuốc nổ mà các thợ mỏ ném vào không khí.,262.5
880,tôi có một thẻ ngân hàng,Bỏ quên vào trong máy dặt.,100.0
881,vui lòng cho tôi ghế phía trước dọc lối đi,Ánh bức lần đầu tới điểm nóng chung đông.,100.0
882,lũ trẻ nít,Anh ấy sống cạnh nhà.,166.67
883,tụ tập học đòi đàn đúm hư thân mất nết,Kẹo làm từ bột hòn đường quế hạt thông.,100.0
884,tối nay bạn có muốn đến rạp chiếu phim không,cô ấy đang gọi từ Canada.,100.0
885,gần đây nhiều sếp âm thầm bán cổ phiếu nhưng không báo cơ quan quản lý,Điều hòa lắm lặn.,100.0
886,ông ri nhấn mạnh bình nhưỡng sẽ không khoanh tay ngồi nhìn mà sẽ tấn công nếu cần,Nhìn cây đào đẹp.,100.0
887,vâng chúng tôi có thể vui lòng cho tôi biết tên,Hàng Đống Bợi,100.0
888,nằm giữa trung tâm thành phố Bắc Giang quán phở nổi tiếng của nguyễn thị hảo và nguyễn tuấn vũ chẳng lúc nào đề biển mở cửa nhưng khách vẫn hối hả,Cơn khách thèm du thuyền bùng nỗ vượt xa khả năng đáp ứng của cơ sở hạ tầng.,100.0
