id,ground_truth,XTTS,wer
677,những bộ não chỉ giảm hoạt động về đêm sẽ suy nghĩ hiệu quả triển vọng và dẫn đầu cả đội,"Những bộ nãi chỉ giam hoạt động, về đêm sẽ suy nghĩ hiệu quả trình vòng và dẫn đau cả đuổi.",38.1
678,tắt điều hòa phòng ăn,tất nhi Prabgam am sugar,100.0
679,anh có thể giảm giá không,Eooohhhhhh C segunda giờ !!!,100.0
68,vì không biết nhìn xa trông rộng và vì niềm tin sắt đá rằng rồi mọi việc sẽ êm xuôi,"Vì không biết nhìn xa trông rộng, và vì niềm tin sắt đã sang, nếu mọi việc sẽ em xui.",35.0
680,xin lỗi tôi phải đi vệ sinh,"Xin lỗi, tôi phải đi về xin.",57.14
681,những khi mùa khô kéo dài mỗi nhà vẫn phải dùng nước nhiễm phèn sau khi được lắng lọc bằng những biện pháp khác nhau khi thì dùng quần áo cũ lúc là phèn vẫn được dùng khử đục cát sỏi miễn là có nước để dùng,"Những khi mùa khô kéo dài mỗi nhà vẫn phải dùng nước những phen sau khi được lắng lọc, bằng những biện pháp khác nhau khi thi dùng quyền áo cũ, lúc là phen vẫn được dùng khử đục cá sỏi miễn là có nước để dùng.",21.28
682,tôi có thể ở lại ba đêm không,Tôi có thể ở lại đoạn em không?,50.0
683,cô có thể lệ lau chiếc bàn này được không,"Cô, có thể lỡ lòng xưa bàn mây được không?",60.0
684,không cô ta ít khi ghé thư viện,Hôm... ...gó... ...đã... ...i tiệt vệnh.,100.0
685,hiện tượng này sẽ bắt đầu tại nam á rồi dần được thấy tại hầu hết các nước trong đó có việt nam,"Hiện tượng này sẽ bắt đầu tại Nam Á, rồi dân được thấy tại hầu hết các nước trong đo của Việt Nam.",34.78
686,ba mươi lăm mm phim màu âm bản ba mươi tấm ạ,B הז tim ai? Phải,100.0
687,anh có thể giải thích tình huống này không,Anh có thể xài thích tình huống ngày hôm.,44.44
688,trưởng phòng hành chính tổ chức nhà trường,"Chương phong hành chính, đồ chức nha chương.",75.0
689,một quả lựu đạn được tung ra đúng lúc,một quả liệu đàn được tùm xe đúng lúc.,55.56
69,nhờ có chúa,skip,100.0
690,trông anh nhợt nhạt quá,"Tr bisogini, ai nên không b diminished!",140.0
691,này hơn người ta chớ,Này hiliyor慣 jetzt flames,100.0
692,có xe buýt máy lạnh không,C predicting a LORD,100.0
693,ông Toàn chơi phổng tay trên,Ông đen trời phòng đầy chuyên,100.0
694,khai báo điện tử nhanh chóng hơn,"2 báo, điện tử nhanh chóng hơn.",42.86
695,hai anh chị này cặp với nhau cuối tuần nào cũng mở tiệc họ gọi bạn bè về ăn uống nhảy nhót ồn ào quá mức,"Hay en chị này cập với nhau cuối tuần nào cũng mở tiếc. Họ gọi bạn bé về ăn uống nhảy nhớt, uống áo và mức.",42.31
696,-N cô ấy sắp bơm nó vào tĩnh mạch anh,"Enlum, quỷ sắp bơm nó vào tỉm mây kênh.",60.0
697,có lẽ quý vị cần thải ra,Có lẽ quý vị cần thái xa,42.86
698,xin lỗi nhưng hình như nó quá nhỏ,Xin lỗi nhưng hình như nó quá nhỏ,12.5
699,tôi sẽ xác nhận những gì đã nói với anh,Tôi sẽ xác nhận những gì đã nói với anh.,20.0
7,anh đổi ngoại tệ được không,Anh nổi ngoại tệ được không?,50.0
70,xe chú rể lăn xuống vực sau tiệc cưới,Xe chú dài để lan súng bực sau tiệc cưới đo.,77.78
700,vì cái oanh từ khi mở cửa hàng trên phố thái hà,"Vì kể oanh, tụ khi mở cửa hàn chín phố thái hạ.",58.33
701,chúng tôi có thể giải thích vấn đề như sau,Chúng tôi có thể giải thích vẫn đề như sau.,30.0
702,bạn đi đâu mà vội thế,버n nê đừng mà ra coma,83.33
703,vẫn chưa rõ ông có đưa ra tuyên bố ủng hộ ứng viên nào trong thời gian tới hay không,Vẫn chưa xã có đưa xe tuyên bố ủng hộ ứng viên nào trong thời gian tới hay không?,25.0
704,nhiều hơn những trẻ khác,Nhiều hân... nhanh chạy khát?,100.0
705,như đã đồng ý hàng sẽ được giao cho anh vào sáng thứ hai,"Như đã, đồng ý hàn sẽ được giao cho anh vào sản thứ 2.",35.71
706,chị bây giờ đã nhẹ người,"Chị, bây giờ, đá, mẹ noi.",83.33
707,lúc gặp ngọc nổ súng làm thắng chết tại chỗ,Nước gặp nọc nồ xung làm thẳng chết tại chỗ.,60.0
708,ôi khác nhiều chứ,Còn WY Ch줘 significant,100.0
709,đây có phải xe lửa đi Chiang Mai không,"Đây, Cò Phải xe lửa, đi chiên nài không.",77.78
71,rồi anh đi một chuyến đến khu vực vỉa san hô và thăm viện bảo tàng úc anh có thể tìm hiểu nhiều về nước úc anh cũng có thể có một món quà đẹp tại cảng darling nếu anh muốn mua vài đồ lưu niệm có rất nhiều đồ vật và phụ kiện anh có thể muốn mua,"Số anh đi một chuyện đến khu vực việt San Ho và tham viện đào tăng úc anh có thể tìm hiểu nhiều với nước úc. Anh cũng có thể có một món qua đẹp tại Càng Đá Linh. Nếu anh muốn mua vài đồ liều niệm có rất nhiều đồ vật và phụ kiện, anh có thể mua vật và phụ kiện, anh có thể mua mua.",45.76
710,khoai tây đánh nhừ và cải chua đức,Hoài tây đánh nhớ và cải trùa được,50.0
711,mồ hôi trên cơ thể người cũng khó khô đi,Mùa hội trên cơ thể người cộng hóa hô đi.,60.0
712,bé yêu và cún xinh,Bây ưu... ...vè... ...cũng sinh...,100.0
713,có siêu thị ở góc đường này,C soaklink t discriminISSA,100.0
714,ngắt ti vi,"Ai어나,vadam, plausible anh!",100.0
715,món ăn của địa phương nào đặc biệt,"Món em của địa phương Now, that bit",62.5
716,công an hà nội đã cạo sửa hồ sơ,"Công an hên hội đả, đạo sở hô sơ.",88.89
717,khi đối tác đầu tư tiền bạc thì mình phải đầu tư công sức,"Khi đôi tác đầu tư tiên bà, thì mình phải đầu tư công sức.",35.71
718,bạn không biết lái đúng không,"Bạn, không biết lại đúng không?",50.0
719,nói khó là khó vậy thôi nước ngoài quản lý được thì mình cũng quản lý được,"Nói khó là khó vầy, thôi nếu ngoài quản lý được thì mình cũng quản lý được.",23.53
72,đó là chưa kể các thủ đoạn chính trị xã hội khác,Đó là chưa kể các thủ đoạn chính trị xã hội khác.,16.67
720,tối nay có đông không,T为 nay,80.0
721,nướu anh ta đau khi anh ta dùng ngón tay ấn vào,"Nếu anh ta đều, khi anh ta dùng món tay ấn vào.",33.33
722,chức danh chính thức của quí vị là gì,"Chức giành chính thức của quý vị, Nài D.",66.67
723,anh muốn nó thế nào ý tôi là anh muốn bỏ gì vào trong hamburger của anh,"Anh muốn, nở thế nào với tôi là, anh muốn bỏ sĩ vào trong hamburger của anh?",41.18
724,tôi nói được một chút tiếng ý,Đ Pens correctly for 45io,100.0
725,chồng tôi bị đau tim,Chào mừng tôi bị đào tiếng.,80.0
726,cùng chuẩn và ngũ hai đối tượng khác chuyên làm nhiệm vụ đưa người sang trung quốc là nguyễn vũ hải và võ cảnh dũng cùng trú tại bắc giang cũng bị cảnh sát bắt,"Cùng trần là mũ hài đối tượng khác trên, làm nhiệm vụ đưa người sang Trung Quốc là mến vũ hài và vó cảnh dũng cung chú tại Bắc Giang cũng bị cảnh sát bắt.",45.71
727,ông lữ minh châu,Ông lịu tr JOHN HW,125.0
728,tôi sẽ thử bánh pudding,tội chiaook food Crush,100.0
729,cái này không vừa anh có thể đổi nó lấy cái khác không,Cái này không vừa anh có thể đồ nó lấy cái khác không?,23.08
73,tôi có vẽ một chút,"Tao đồiéqua, photograph nào nữa không?",120.0
730,bên chi bộ chưa có quyết định chính thức,"Bên chí bộ, chờ là có quyết định chính thân.",66.67
731,hạn viện mỹ vừa ủng hộ một đạo luật trong đó kiểm soát chặt chẽ hơn nữa hoạt động chơi bạc trực tuyến,"Hạn viện Mỹ vừa ủng hộ một đạo lưu trong đó, kiểm soát chẽ hơn nữa hoạt động cho bà trực tiến.",34.78
732,giấy phạt đây anh bị phạt hai mươi lăm Ringgit,"Dây Phật, đầy anh bị Phật hơi môi lắm rình kết",90.0
733,một số trường hợp góp vốn khác,Một sử dụng hợp các phụng khé,85.71
734,các phòng có két sắt không,... ... Dài gì,100.0
735,cái nào tiện lợi nhất để đi đến nơi này bằng xe buýt hay xe điện,Cái nào tiện lợi nhất để đi đến nơi này bằng xe bit hay xe điện?,18.75
736,thời gian từ đầu đến cuối là bao lâu,Thời xan từ đầu đến cuối là bao lâu?,33.33
737,địa điểm trượt tuyết đâu,Địt điện... chượt tiết nào?,100.0
738,địa điểm các bức tranh ở maunet ở đâu,Địa điểm các bức tranh ở màu nét ở đau.,44.44
739,chỉ có thể mua vé qua điện thoại,Chỉ có... Thầy mua vé qua điện thoại.,50.0
74,cho tôi mẫu thử được không,"Chà, tôi mẫu thử được không?",33.33
740,vui lòng cho tôi cái gì trị phỏng tốt,Vui lòng trở đôi gãy gì? Chị phòng đốt?,88.89
741,tôi không thể ăn nó cái này quá dài,Tôi không thể... Anh... Nó... Đến này... Quả sai.,88.89
742,tỷ phú Đức tự tử vì khủng hoảng kinh tế,"Tỷ phú, đất tự tự vì khung hạn tin tế.",80.0
743,năm qua họ đã cố gắng lèo lái một lúc hai hãng và để không bị khủng hoảng như các hãng khác của mỹ,Năm qua họ đã cố gắng lều lại một lúc hãy hãng và để không bị khùng hoàn như tất hãng khác của Mỹ.,33.33
744,tôi muốn nước cam trứng trộn một bánh xốp và một tách cà phê,Tôi muốn nước cam trứng trộn một bánh xấu và một tay ca phê.,35.71
745,tôi đặt một phòng hai giường,Đ uncover the gift.,100.0
746,Malan có chuyện gì với bạn vậy trông bạn buồn quá,Mẹ Linh có chuyện gì với bản? Vậy trông bản buồn quá à?,54.55
747,chúng thường xảy ra trong những vùng biển sóng vỗ,chúng đang sảy ra trong nền phùng biển sáng phố.,60.0
748,tắt điều hòa phòng họp,Đó có 귀 chill¿n hnikw ví rTIN? THÌ MÌ vindenares',200.0
749,khi nào thì tôi ra viện được,Khi nào thì tôi sẽ viện được.,42.86
75,tôi có ba con gái,Tối ca... Nè con gái...,80.0
750,sẽ phải tốn hai ngày thì anh mới khỏe để xuất viện,"Sẽ phải tuôn hai ngày, khi anh mới hoạch đề sức viên.",66.67
751,hiện nay theo nhận thức của đa số người việt chúng ta nhà nước pháp quyền là nhà nước quản lý xã hội bằng pháp luật,"Hiện này theo nhận thức của đá số 10 Việt, chúng ta nhà nước pháp quyền ở nhà nước quản lý xã hội bằng pháp lực.",26.92
752,bật,Con tuy sido Top<|el|>,400.0
753,tôi xin tuyên bố kết thúc cuộc họp,Đay xin câu bao Hepha Orphum,87.5
754,não dẫu tổn hại nặng vẫn phải chữa mặc dù đã gần như biết rõ về cách gây bệnh cũng như những tác hại mà bệnh nhân sẽ phải chịu cả đời nhưng đến nay giới y sỹ vẫn chưa tìm được biện pháp hữu hiệu nào để điều trị căn bệnh hiểm nghèo này,"Nã dẫu tổn hệ nặng vẫn phải trữa mặc dù đã gần như biết rõ về cây vây bệnh, cũng như những tác hại mà bệnh nhân sẽ phải chịu cả đôi. Nhưng đến nay rồi y sĩ vẫn chưa tìm được biện pháp hữu hiệu nào để điều chỉ cân bệnh hiểm nhau này.",25.45
755,kênh không,"Bên, cầu môn, cây.",200.0
756,bạn có thể cho tôi thêm vài phút không,Mạn có thể cho tôi thêm vài phút hôm?,22.22
757,kết quả bốc thăm vòng loại cuối cùng,Kết quả... bốc thêm vòng nơi cuối cùng.,62.5
758,tôi đang tìm một công việc mới,Tôi!.. 1800і Em raculosis M tteokbokki Löffldem Em có màerman Anh grande ANT Mmmmmmmmmm,200.0
759,sống độc thân bạn đã lãng phí tình cảm đẹp đẽ ấy,"Sống đột thân bàn, đã làm phí tình tham đề tệ ấy.",66.67
76,tôi sẽ ở lại đây,Tùy xe? Ổ... Này đầy?,100.0
760,đại dương bắc cực ấm lên đột ngột,"Đại sương bác cực, am linh đột mùa linh.",100.0
761,bạn có một nụ cười đẹp,"Bán, cơ, mốt nụ cười đẹp.",66.67
762,hãy đứng tại chỗ đừng cử động,Hãy đứng tại chỗ đừng cử đồng.,28.57
763,à tôi hiểu cái đó và cà phê nữa,Bây giờ thật k conte... Tênulum,100.0
764,một giờ thì giá bao nhiêu,heartbeat th 내용 n remix,100.0
765,vĩnh cũng hy vọng nhiều người dân việt sẽ được ăn những quả bưởi chất lượng thời gian tới bưởi bảo quản đã khó nhãn vải bảo quản còn khó hơn,"Vĩnh huy vọng nhiều người dân việt sẽ được ăn những quả bùi chất lượng thời gian tới bùi bảo quản, đã khó nhãn vài bảo quản còn khó hơn.",25.81
766,dị tật thai nhi chủ yếu dựa vào chẩn đoán hình ảnh và xét nghiệm di truyền,dị tật thái ni chủ yếu dựa vào trần đoán hình anh và xây nhiệm gì chuyện.,47.06
767,cho tôi một ít thuốc nhỏ mắt được không,Ch,100.0
768,xin lỗi tôi kiểm tra hóa đơn được không,"Xin lỗi, tôi kiểm trao hỏa đơn được không?",55.56
769,cái gì ở góc phố,Cái gì... là... phong?,100.0
77,người ta cho rằng số khúc gỗ ở dưới đáy bị dính nước bẩn ít thì kỳ kinh sẽ ngắn,"Người ta cho rằng số hút hỗ, ở dưới đáy bị dính nước bận ít thì kinh sẽ nắn.",30.0
770,chúng vẫn vào hai mắt của tôi,Chúng vẫn vào hài mặt của tôi.,57.14
771,trước khi đến với điện ảnh tôi kinh doanh cho thuê xe du lịch,trước khi đến với điện ảnh tôi kinh doanh cho thuy sẻ du nịch,21.43
772,tàng trữ trái phép và vũ khí quân dụng nguyễn hữu cảnh chủ vũ trường bị phạt bảy năm sáu tháng tù cảnh đã tự hủy cuộc đời bởi sự liều lĩnh,"Tàn chữ trái phép và vũ khí quân dụng nguyễn hiệu cảnh chủ vũ trường bị phạt 7 năm, 6 tháng tu cảnh đã tự hồi cuộc đời bởi sự liêu lĩnh.",31.25
773,anh ấy đi chưa chưa,Em Percy地 ducks De Lu yêu Un,140.0
774,tôi có thể gửi trước hành lý của tôi được không,Tôi có thể gửi trước hành mỹ của tôi được không?,27.27
775,hầu hết số mỡ động vật đều đang ở giai đoạn phân hủy bốc mùi hôi thối nồng nặc,"Hầu hết số mỗi đậm vật điều đoàn ở giai đoạn, phân hủy bốc mùi hôi thối nâm nạc.",42.11
776,khoảng bốn mươi lăm đô la mỗi người,Hoàn 45 đôi là mỗi người.,87.5
777,thằng bé không đội mũ khi ra ngoài vào trời lạnh không,Thằng bé hôm đợi mũ khi xa ngoài vào trời lạnh không,33.33
778,tôi không nghĩ đó là một phong tục nhật bản độc nhất vô nhị,Tôi không nghĩ ý đả là một phong tục nhất bán độc nhất vô nhỉ?,42.86
779,chiếc này dành riêng tổng thống mới đắc cử của mỹ xác nhận đã chuyển tới mật vụ mỹ chiếc xe dành cho tổng thống mới để thay chiếc xe cũ,"Trên này dành riêng tổng thống mới đắc cử của Mỹ xác nhận đã chuyển tới mật vụ Mỹ, chiếc xe dành cho tổng thống mới để thay chiếc xe cũ.",12.9
78,không một nơi nào lãng mạn và thơ mộng hơn những khu hồ hoang,không một nơi nào lãng mặt và thơ mộng hơn khu hồ hoan.,21.43
780,hôm nay ba em đi công tác anh qua đây nhé,"Hôm nay, ba em đi công tác? Anh quà đầy nhé?",63.64
781,xin lỗi tôi đang tắm,"Xin lôi, tôi đàn tâm.",80.0
782,từ hôm nay bạn sẽ ở đâu,"Từ hôm nay, bạn sẽ ở đường.",42.86
783,các tác phẩm ăn khách để ở đâu,Kích...ля eastern. Hãy c安 plante definrule của anh.,100.0
784,anh ấy vừa mới đến từ anh quốc hôm qua,Anh ấy... Vào... Anh ấy vừa mỗi đến từ Anh Quốc hôm qua.,80.0
785,nếu bạn không bắt đầu chuẩn bị tôi không cần nữa,Nếu bạn không bắt đầu và chuẩn bị tôi không cần nữa,18.18
786,tôi muốn đặt chỗ cửa hàng da vào ngày mười hai tháng ba,Tôi muốn đặt chỗ cửa hàn ra vào... ...Này 12-3.,69.23
787,đúng là quê một cục,Đ HDR Quay people,100.0
788,bush phương tây và nga căng thẳng,Bacun d desen thziel,100.0
789,não dẫu tổn hại nặng vẫn phải chữa mặc dù đã gần như biết rõ về cách gây bệnh cũng như những tác hại mà bệnh nhân sẽ phải chịu cả đời nhưng đến nay giới y sỹ vẫn chưa tìm ra được biện pháp hữu hiệu nào để điều trị căn bệnh hiểm nghèo này,"Nã dẫu tuần hại nặng vẫn phải trữa mặc dù đã gần như biết rõ về cách gây bệnh, cũng như những tác hại mà bệnh nhân sẽ phải chịu cả đôi. Nhưng đến nay rồi y sĩ vẫn chưa tìm ra được biện pháp hữu hiệu nào để điều chỉ cân bệnh hiểm nhau này.",21.43
79,bị hại kháng cáo vì cho rằng các cơ quan tố tụng ở huyện hương khê bỏ lọt người sót tội,bị hại kháng cáo vì cho rằng các cơ quan tố tục ở viện Hương khi bỏ lật người sắp tội.,33.33
790,ở thể chế này những cuộc bán đấu giá được xem là một sự kiện xã hội,Ở thể trên này những cuộc bản đấu giá được xem là một sự kiện giả hồi.,29.41
791,tôi sẽ chở anh đến đó,Tôi... blij... Rõ式 cho blasprov 후�,100.0
792,bị bắt giam vì xúc phạm trên mạng xã hội ảo,bị bất chạm vì sức phạm trên mạng xã hội áo.,36.36
793,khi nào quán trà đóng cửa,Khi nào quán trẻ đông cửa?,66.67
794,tôi đến ga chính xe lửa bằng cách nào,Tôi đến đại chính xe lửa bằng cách nào?,33.33
795,tôi muốn nói chuyện với,Tôi muốn rated 114NewChел,80.0
796,tôi đi hải phòng còn bạn đi đâu,Tôi đi hay phong con ban đi đều.,75.0
797,lên tới lớp thu tiền học phí,lên induce hôm nay,85.71
798,ăn nói sờm sỡ,Em nói... là thế nào?,125.0
799,vâng được đào ở đây,V300,100.0
8,cô ấy mua hai mươi trái chôm chôm và ba con cá,"cuối, mùa hai người chạy chôm chôm và ba con cả.",50.0
80,cuối cùng họ sẽ phải gõ cửa nhờ ông ấy,"Quý cung họ sẽ phải gói cửa, nhờ ông ấy.",50.0
800,mấy giờ xe buýt đó đến,Mấy giờ sẽ biết đảo đến...,83.33
801,nó sẽ dừng chảy máu,Nó... sẽ... dừng... trầy mẫu?,100.0
802,có đứa gọi hắn tên hải làm cái gì ở công ty nước ngoài,Có đứa hỏi hắn tiên hãy làm cái gì ở công ty nước ngoài?,35.71
803,mấy giờ con thuyền đó mới khởi hành,Mấy giờ con Thuyền đã mỗi hồi hành.,75.0
804,chính là nó cảm ơn,Xinfree,100.0
805,đỗ đũa trồng trong mùa hè lớn nhanh và sớm có quả dẫu bị bỏ tưới đỗ đũa vẫn ra quả trĩu giàn,"Đỗ đũa trồng trong mùa hẹ lướt nhanh, và sớm có quả dẫu bị bỏ tưới đỗ đũa vẫn ra quài chiếu gian.",30.43
806,để nó cho tôi,"Đấy, nào à? Chào tôi!",125.0
807,-N chìm nghỉm,Undern ximinge,100.0
808,tôi muốn hỏi anh về sendai,T桃 m momento my eyes as you,116.67
809,nghĩa là khoảng mười đô la một cuộn phim ba mươi sáu tấm,Nghĩa là... Hoàng 12 là một cuộn phim đá mây sau tầm.,76.92
81,cái giá của một anh hùng,Cái giã của một anh hông,50.0
810,trẻ em đâu có chướng ngại vật,Chünüzhorn colle... себя h giedor để nhijừng,100.0
811,tác dụng phụ của thuốc là gì,Đ*** Daily,100.0
812,đúng vậy sao,"Đ Uhrng mùi, Cy Works!",166.67
813,đang diễn ra hào hứng sôi nổi,"đ yüzaha, H modulus luy nổi",85.71
814,có hai mùa ở miền nam việt nam,Có ai mùa ở miền Nam Việt Nam?,62.5
815,chúng tôi muốn đi,Chung đ eigenen cola,100.0
816,tôi không chắc nhưng tôi không chịu được mùi thịt tôi chỉ muốn ăn trái thơm,"Tôi không chắc, nhưng tôi không chịu được mùi thịt, tôi chỉ muốn ăn trái thơm mấy.",25.0
817,lúc viễn tìm được người giúp đỡ quay lại chỗ bị ngã thì nhóm cướp đã lấy xe của anh và tẩu thoát,"Lúc viện tìm được người giúp đỡ quay lại chủ bị nã, khi nóng cướp đã lấy xe của anh và tầu thoát.",34.78
818,liền chạy theo nắm lấy cửa sau xe buýt,"Liên chạy theo, nằm lấy cửa sau xe bít.",44.44
819,tôi giao phó công việc này cho bạn,"Tôi gent hometh, c diaper kh Trade man",100.0
82,bản sao tấm séc khoản tiền vợ chồng nguyễn nhận được,Bản sao tâm xế hoàn tiên vợ trồng miễn nhận được.,72.73
820,liệu ngân hàng có mở cửa ngày mai không,"Nhiều, ít mình vô Patty Tân &",100.0
821,và nhện ta liền quăng ra chiếc thòng lọng bằng tơ của nó đầu kia sẽ là bữa ăn,"và nhiện ta liền quan ra trước hồng lọng bằng tơ của nó, đầu kia sẽ là bự án.",36.84
822,việc bảo vệ những nguồn cung cấp dầu lửa trước đó đã là ưu tiên hàng đầu bỗng chốc lại trở thành nỗi ám ảnh của nước mỹ,Việc bảo vệ những nguồn cung cấp sâu lửa trước đó đã là yêu tiên hàng đầu bỗng chốc lại trở thành nội ám hành của nước Mỹ.,21.43
823,tiền vệ người bồ đào nha mới đây khẳng định anh đã tìm lại được niềm hạnh phúc tại M.U. bất chấp những chỉ trích của người hâm mộ anh,"Tiền vệ người Bồ Đà nhà mấy đây, hẳn định anh đã tìm lại được niềm hạnh phúc tại Ê, bắt chấp những chỉ trích của người Hàm Mộ Anh.",40.0
824,anh có nước mía không,obilecus.com,100.0
825,an ninh tại các thành phố Ấn Độ được thắt chặt,Anh ninh tại các thành phố Ấn Độ nực thát chặt.,36.36
826,những lãnh đạo cấp cao cũng đang phải đối mặt với việc giảm lương đến mức nào hiện vẫn chưa rõ,Những lãnh đạo cấp cao cũng đang phải đối mặt với việc. Sạm lương đến mức nào hiện vẫn chưa rõ.,19.05
827,đây có phải da thật không,Đ console đã không tr Agreas ...,116.67
828,bỏ tù nạn nhân cưỡng hiếp tập thể,Ba tu nạn nhanh cựng hiệp tập thể.,75.0
829,lấy ngành thép làm ví dụ,Lấy achievements tr geometric,100.0
83,nhằm thu hút thêm nhiều nhà đầu tư,Nhằm đồ hút thêm nhiều nhà đầu tư.,37.5
830,ví của tôi bị móc túi ở trong tàu điện ngầm,Ví của tôi bị móc túi ở trong tàu Địt Nam.,27.27
831,tôi muốn ăn hơi tái,Thu Shelm 1,100.0
832,mấy giờ là chuyến bay tiếp theo tới Narita,Mấy giờ là... Chuyền bây tiếp theo từ Narita.,66.67
833,giấy phạt đây anh bị phạt hai mươi lăm Ringgit,"Giấy phạt đây, anh bị phạt 2 mồi lam ring it?",70.0
834,binh lính chính phủ gần thánh đường,Bình lính chính xinh phụ ngân thành lương.,85.71
835,vui lòng đến quầy của hàng không nhật bản,Vui lòng đến quay của hàng không nhật bàn.,33.33
836,anh giỏi quá rồi nhỉ,Anh... dài quá hồi nhỉ?,80.0
837,tôi có thể cầm áo khoác của bạn không,Tôi có thể cầm áo hóa của bạn không?,33.33
838,chị có cỡ lớn không,"Chị y gó, gỡ lương hôm.",120.0
839,từ mẫu phân tích của bà vũ thị khởi giám đốc tổng công ty tâm lý học ứng dụng nhiều phụ huynh đã hiểu rõ khoảng trống giữa cha mẹ và con cái không phải là khoảng cách về địa lý mà là khoảng cách tâm lý,"Từ mẫu phân tích của bà vũ thị khởi giám đốc tổng công ty tâm lý học, ứng dụng nhiều phủ hình đã hiểu rõ hoàn chống giữa tra mẹ và con cai không phải là hoàn cách về địa lý, là là hoàn cách tâm lý.",27.66
84,vui lòng cho ba vé khứ hồi hạng hai,"Vô lòng lưu, chả bè, về khứ hội hạn hãi.",88.89
840,thưa ông có đúng mười một giờ,Thưa ông ấy cả đúng mê mô chờ.,85.71
841,làm ơn,Lâm ơn Trên đồ,150.0
842,tờ báo trên bàn vừa mới được đọc,"Tờ đáo trên, bàn vừa mới được đau.",50.0
843,giết người cướp của lấy tiền về quê,Vịt nội cục quả lấy tiền về quê,50.0
844,ti vi bóng đá ti vi,TV Vì fällt N otro,100.0
845,tôi có thể sử dụng mặt nạ trang điểm với số lần như thế nào,Tôi có thể sử dụng mắt nạ trang điểm với số lân như thế nào?,26.67
846,không có sổ điện thoại,Không có sâu điện thoại,40.0
847,không giống như sản phẩm nông nghiệp dễ hỏng dầu có thể chôn dưới đất,"Không dùng như sản phẩm nông nghiệp, dễ hồng dầu có thể trôn dưới đất.",40.0
848,nhưng chính các nhà máy đường đang kích thích nông dân trồng mía khi đẩy giá mua mía lên cao,"Nhưng chính các nhà máy đường đang kích thích, nồng dân trồng miếc khi gày giá mua miếc liên cao.",40.0
849,cám ơn xã hội đã cho chúng ta những con người có tấm lòng,Cảm ơn xã hội đã cho. Chúng ta những con người có tấm lòng.,28.57
85,anh cần một con tem một đô la ba mươi cent,Anh cần m JEN WO TÊM challenge Nhiều khi Nhiều khi Car Car Car,118.18
850,xin lỗi có thể nào anh là anh không,Xin lỗi có thể nào anh là anh không.,22.22
851,tôi muốn đặt chỗ trước cho hai người vào bảy giờ tối nay,Tôi muốn đặt chỗ trước cho hai người và bây giờ tối nay.,30.77
852,thượng tá công an này được phát hiện trong tư thế,"Thượng ta, cùng anh này được phát hiện trong tư thế.",45.45
853,nhưng đấy là cơ chế nào,Nhưng... đấy là... cơ chì nào?,66.67
854,chúng tôi đính kèm một bản miêu tả ngắn cách đến được khu liên hợp,Chúng tôi đính kèm một bàn mưu tản nắn tách đến được khu liên học.,46.67
855,ảnh tổng thống bush chơi nhạc nhảy,"Anh thâm thăm, b fierce ment і",100.0
856,mời các anh ngồi xuống đây,"Mọi cơ hành, mọi suống đầy.",100.0
857,anh có uống bất kỳ loại dược phẩm nào khác không,Anh đồ ủng bất kỳ là sự phăm nào hát hôm.,72.73
858,làm ơn cho tôi một chỗ ở khu không hút thuốc,"Nèm ơn che tới một chỗ, ở khu hồng hồng hồng hôn hút thuốc.",81.82
859,tôi muốn một vé khứ hồi đến trạm s,Tôi muốn một vẻ khứ rồi đến chạm ấy ấy say,77.78
86,xà lách trộn phó mát mốc xanh và cây óc chó,SÉ LIGHT YịT UNF chloría Mô k sobieDE ẤNG CHÁ,100.0
860,mời các bạn tham vấn cho bạn bảo ngọc và chia sẻ về chuyện này,"Mời các bạn tham vấn, cho bạn bảo mộc phải chia sẻ về chuyện này.",33.33
861,từ đây đến viện bảo tàng mất bao lâu,Từ đây đến vị bảo tàn mất bao lâu.,44.44
862,còn vé cho buổi diễn tối nay không,"Con nụn lời vẽ, chào, buổi diện tối nay không?",87.5
863,tôi nghĩ họ sẽ sớm kết hôn,onton em t victories bỏ rồi tối kế Torres dân c desp,171.43
864,đừng có tòm tem nhăng nhít vớ vẩn để xấu mặt mọi người,Đừng có tòm thêm niềm nhít đối vận để xấu mắt mọi người.,53.85
865,những dự án mở rộng ở nhật cũng bị hoãn hãng khẳng định sẽ chẳng sa thải nhân công chính thức nhưng bảy ngàn nhân công thời vụ đã được nghỉ việc ở mỹ,"Những dự án mờ rộng mời nhật cũng bị hoãn hãng thẳng định, sẽ chẳng xa thải nhân công chính thức, nhưng bảy ngàn nhân công thời vụ đã được nhì việc ở Mỹ.",26.47
866,bật chế độ sưởi ấm,"Bật chí đồ, sôi âm.",100.0
867,là người hay tò mò ưa khám phá sáng tạo tâm hồn cởi mở họ thích lắng nghe và cho mọi người lời khuyên,"là người hay tò mò ước hám pha sáng, tạo tâm hôn cửt mở họ thích lắm ne vài cho mọi người lấy khuyên.",45.83
868,thức uống bánh mỳ và các món ăn chính sẽ được cung cấp,"Thứt uống, bánh mì và các món ăn chim sẽ được cung cấp.",38.46
869,một số lượng lớn,Một sối lön lön,100.0
87,chúng tôi sẽ bồi thường cho anh,Chúng tôi sẽ mồi thương cho anh mình.,57.14
870,nó thật vui,Nào à ? Thật tuyển ejemplo Ch twin làm nu,333.33
871,tăng nhiệt độ lên hai mươi chín độ,Langmond! U GH muchís,100.0
